"ts","uid","id_orig_h","id_orig_p","id_resp_h","id_resp_p","name","addl","notice","peer"
"0.000000","-","-","-","-","-","truncated_link_header","-","F"
"1003.393465","CvtHnf1rmGwHOPL0G8","10.0.2.15","51262","104.108.166.56","80","window_recision","-","F"
"10046.937967","Cy2NVV1Ud77wA1Wqdh","10.0.2.15","51410","192.168.33.254","53","dns_unmatched_msg","-","F"
"10046.937967","Cmxwjj1F4l0PkfXLqh","10.0.2.15","65069","192.168.33.254","53","dns_unmatched_msg","-","F"
"10048.650456","CWSAf42NzuPlX7gnA4","10.0.2.15","50958","34.203.227.58","80","bad_HTTP_request","-","F"
"10048.652458","CYbD4D3AaWRd0WoyJf","10.0.2.15","50957","34.203.227.58","80","bad_HTTP_request","-","F"
"10174.734525","CXVcwg1HkMnX3i1AKj","10.0.2.15","51061","54.209.87.14","80","bad_HTTP_request","-","F"
"10174.750016","C8mALg1UqS9VfxYu57","10.0.2.15","51027","54.209.87.14","80","bad_HTTP_request","-","F"
"10269.520372","CwYzoZ3Q9sjzIJq5j8","10.0.2.15","55249","192.168.33.254","53","dns_unmatched_msg","-","F"
"10347.544454","Cb20uC15s7qFaHm9p5","10.0.2.15","58755","192.168.33.254","53","dns_unmatched_msg","-","F"
"10364.266893","CcJ8uf8FT62TX1Zz3","10.0.2.15","64462","192.168.33.254","53","dns_unmatched_msg","-","F"
"10370.307295","C9XbTe3KuGWyeS9E22","10.0.2.15","57294","192.168.33.254","53","dns_unmatched_msg","-","F"
"10400.492131","CDpqz71h63SNwPKxT2","10.0.2.15","63253","192.168.33.254","53","dns_unmatched_msg","-","F"
"10420.191843","C39xgXh3H5qMLRCtb","10.0.2.15","55361","192.168.33.254","53","dns_unmatched_msg","-","F"
"10616.181235","CisacN3wvl5efGTjC1","10.0.2.15","51652","13.32.121.13","80","window_recision","-","F"
"10683.713245","CoTFKO201iwoXuy8Hj","10.0.2.15","54348","192.168.33.254","53","dns_unmatched_msg","-","F"
"10683.713245","CWGeEMESWVX8uakn1","10.0.2.15","51615","192.168.33.254","53","dns_unmatched_msg","-","F"
"10690.767438","CU46RoQhm52L7xzGi","10.0.2.15","60213","192.168.33.254","53","dns_unmatched_msg","-","F"
"10764.386168","CYH2n52Igsf42uhHOf","10.0.2.15","60941","192.168.33.254","53","dns_unmatched_msg","-","F"
"10813.894968","CsQkRH55sNO4NNAg2","10.0.2.15","54322","192.168.33.254","53","dns_unmatched_msg","-","F"
"10813.894968","CVNaaGP30wkvXjEuc","10.0.2.15","61282","192.168.33.254","53","dns_unmatched_msg","-","F"
"1093.817902","CEqOFF2LmPDQPxvWI1","10.0.2.15","54633","192.168.33.254","53","dns_unmatched_msg","-","F"
"11133.131954","CUmMB51CuGFsaVrSQa","10.0.2.15","50145","192.168.33.254","53","dns_unmatched_msg","-","F"
"11431.106214","Cwa93IYZM0VoyTaDi","10.0.2.15","49591","192.168.33.254","53","dns_unmatched_msg","-","F"
"11431.106214","CqPeV547mLuzJ3ZXw5","10.0.2.15","55735","192.168.33.254","53","dns_unmatched_msg","-","F"
"11661.008902","CPJbibvHMyD9hNSP5","10.0.2.15","137","10.0.2.255","137","dns_unmatched_msg","-","F"
"11780.821786","CITWgM2UuT5sxbuPkc","10.0.2.15","61535","192.168.33.254","53","dns_unmatched_msg","-","F"
"11786.566862","COD8rdiy71zpGN3oc","10.0.2.15","56290","192.168.33.254","53","dns_unmatched_msg","-","F"
"11791.471740","CnuiY7FtX96j7kaWl","10.0.2.15","54672","192.168.33.254","53","dns_unmatched_msg","-","F"
"11796.982355","CkFdPU3lqM2hWL2VBf","10.0.2.15","59855","192.168.33.254","53","dns_unmatched_msg","-","F"
"11797.151361","Cjmozr1yNttMUsozeb","10.0.2.15","58669","192.168.33.254","53","dns_unmatched_msg","-","F"
"11797.427416","C02UlHAz8MUut3dye","10.0.2.15","50944","192.168.33.254","53","dns_unmatched_msg","-","F"
"11906.991537","CewBvt32rmWkKTJiic","10.0.2.15","58854","77.238.185.35","80","window_recision","-","F"
"12034.520928","CUSTJR1OmGuBplmt","10.0.2.15","53196","192.168.33.254","53","dns_unmatched_msg","-","F"
"12044.306741","CzWC4z4iRZHIlZQt91","10.0.2.15","62051","192.168.33.254","53","dns_unmatched_msg","-","F"
"12079.398663","Cznj3l2z8EeLW08Fn8","10.0.2.15","51165","192.168.33.254","53","dns_unmatched_msg","-","F"
"12503.615041","CCsrEh2R4EINEqoYlg","10.0.2.15","63089","192.168.33.254","53","dns_unmatched_msg","-","F"
"12778.030487","CpV2wg246iIMF9Lyn2","10.0.2.15","62476","192.168.33.254","53","dns_unmatched_msg","-","F"
"13044.739680","CsDGAi4oTz5pDryTR9","10.0.2.15","50842","192.168.33.254","53","dns_unmatched_msg","-","F"
"14042.249534","CMZOyi3bxgqbgIGQfl","10.0.2.15","51555","192.168.33.254","53","dns_unmatched_msg","-","F"
"14369.533251","Cl55uM1ASBk0Pc43m3","10.0.2.15","54859","192.168.33.254","53","dns_unmatched_msg","-","F"
"14392.582699","CVGtgD4N7hmi1eKGOk","10.0.2.15","49234","192.168.33.254","53","dns_unmatched_msg","-","F"
"14450.672798","C8DZPc19nocoAuI8e4","10.0.2.15","49355","192.168.33.254","53","dns_unmatched_msg","-","F"
"14598.498057","ChIuGLIUHppc8KcPf","10.0.2.15","60247","182.22.120.236","443","window_recision","-","F"
"14696.289976","Cm8BfA3UoSTm07Thce","10.0.2.15","64472","192.168.33.254","53","dns_unmatched_msg","-","F"
"149.367600","CCBK2b2XYQ6yA50Vsj","fe80::69dd:e614:2b2:dfd0","51063","ff02::1:3","5355","dns_unmatched_msg","-","F"
"149.369774","CYcDU328w8xwrd7vy2","10.0.2.15","64284","224.0.0.252","5355","dns_unmatched_msg","-","F"
"1550.454334","C8YzKIzjDhUHttNQg","10.0.2.15","54688","192.168.33.254","53","dns_unmatched_msg","-","F"
"1550.454334","CrSYUa1TbfBsp9wkHg","10.0.2.15","60376","192.168.33.254","53","dns_unmatched_msg","-","F"
"1550.454334","CQ1KK3qBauUFAOobd","10.0.2.15","51022","192.168.33.254","53","dns_unmatched_msg","-","F"
"1550.454334","CyORri24YqWH3h3dD6","10.0.2.15","63564","192.168.33.254","53","dns_unmatched_msg","-","F"
"1556.164127","Cw66xb2L1JRJDJSaBb","10.0.2.15","52762","192.168.33.254","53","dns_unmatched_msg","-","F"
"1590.926674","CgGng34XylqvMjyUt5","10.0.2.15","54879","192.168.33.254","53","dns_unmatched_msg","-","F"
"1679.967351","CKTVuk3LiDcXFzfpl9","10.0.2.15","59717","192.168.33.254","53","dns_unmatched_msg","-","F"
"1679.967351","CmtqbM1fXy5yv24pki","10.0.2.15","55796","192.168.33.254","53","dns_unmatched_msg","-","F"
"1685.674477","ClKH332G2cj9MEPeJ3","10.0.2.15","55954","192.168.33.254","53","dns_unmatched_msg","-","F"
"1753.914053","C9Nyyu40eM5M1KjbVc","10.0.2.15","49340","192.168.33.254","53","dns_unmatched_msg","-","F"
"2087.635783","CuetpQ1iDQTzD3bojl","10.0.2.15","60133","192.168.33.254","53","dns_unmatched_msg","-","F"
"2108.000240","CcbYvQ3dby7bQTLm8","10.0.2.15","61437","192.168.33.254","53","dns_unmatched_msg","-","F"
"219.218425","CPevyI1CxlZLYf27Jd","10.0.2.15","51985","192.168.33.254","53","dns_unmatched_msg","-","F"
"2221.053734","ClWDDU1Aaxlos3tyAd","10.0.2.15","50921","192.168.33.254","53","dns_unmatched_msg","-","F"
"2221.053734","CeHvix3lKrjg3Ust8h","10.0.2.15","50827","192.168.33.254","53","dns_unmatched_msg","-","F"
"2263.445771","C2O5N51KkeJYc3EIA6","10.0.2.15","55450","192.168.33.254","53","dns_unmatched_msg","-","F"
"233.287667","C18xr917PXlyzWVRkg","10.0.2.15","63733","192.168.33.254","53","dns_unmatched_msg","-","F"
"237.192556","CfLAX44bj9L36kwbp3","10.0.2.15","52179","192.168.33.254","53","dns_unmatched_msg","-","F"
"244.746355","CWLbqe4mUVqUJPj5Jd","10.0.2.15","55020","192.168.33.254","53","dns_unmatched_msg","-","F"
"246.020240","Cur9H72ut4Wf5LUTp1","10.0.2.15","58337","192.168.33.254","53","dns_unmatched_msg","-","F"
"253.528302","COK2aVHrmxRyIeX7d","10.0.2.15","63733","192.168.33.254","53","dns_unmatched_reply","-","F"
"253.530140","CPp0fr2iq3cdUaSxmk","10.0.2.15","52179","192.168.33.254","53","dns_unmatched_reply","-","F"
"253.532368","CSdPvk4qnDZMZEN3A3","10.0.2.15","55020","192.168.33.254","53","dns_unmatched_reply","-","F"
"253.532461","CeG3yR34hGpiPEM048","10.0.2.15","58337","192.168.33.254","53","dns_unmatched_reply","-","F"
"2566.255611","Ci3MmU3OGZzyIAzkK8","10.0.2.15","60856","192.168.33.254","53","dns_unmatched_msg","-","F"
"2788.791356","C8s4np1SozoWbWwrzl","10.0.2.15","50630","192.168.33.254","53","dns_unmatched_msg","-","F"
"2944.904647","CXuGorVDNdoK1xUvh","10.0.2.15","58921","192.168.33.254","53","dns_unmatched_msg","-","F"
"3111.998194","CDMI3Cd8LfwSWImlj","10.0.2.15","58337","192.168.33.254","53","dns_unmatched_msg","-","F"
"3174.007576","CMuHlc1wEJNPJB9J14","10.0.2.15","58007","192.168.33.254","53","dns_unmatched_msg","-","F"
"339.445214","CrjVmR18BW8UqzUIN3","10.0.2.15","49302","31.13.92.36","443","window_recision","-","F"
"3495.846782","CSwCnX27MCdDwujEv3","10.0.2.15","64643","192.168.33.254","53","dns_unmatched_msg","-","F"
"3563.048349","CFWz5C4JaRiFQOKh1l","10.0.2.15","60426","192.168.33.254","53","dns_unmatched_msg","-","F"
"372.726810","C6g19o3wd4XqZsQafh","10.0.2.15","52372","192.168.33.254","53","dns_unmatched_msg","-","F"
"3760.884718","CpuTw832ClVhnZZVCi","10.0.2.15","51846","192.168.33.254","53","dns_unmatched_msg","-","F"
"3760.884718","CB9UCV3mv5Nu25a9i4","10.0.2.15","59411","192.168.33.254","53","dns_unmatched_msg","-","F"
"3760.884718","Cr7HxQ3hNgFnd1bYZ6","10.0.2.15","59195","192.168.33.254","53","dns_unmatched_msg","-","F"
"3776.149253","CI2l7E2usaYulNX0g","10.0.2.15","54388","192.168.33.254","53","dns_unmatched_msg","-","F"
"3785.343735","CrsRdY3HPLVX7uSug","10.0.2.15","65306","192.168.33.254","53","dns_unmatched_msg","-","F"
"3785.522309","C5OJl81mwWfMKm2MK5","10.0.2.15","51415","192.168.33.254","53","dns_unmatched_msg","-","F"
"3785.704797","CVp2vq1TuI0TYDQ5Ti","10.0.2.15","54449","192.168.33.254","53","dns_unmatched_msg","-","F"
"3785.723639","CFdcTedoJhyjV0Uwd","10.0.2.15","54783","192.168.33.254","53","dns_unmatched_msg","-","F"
"3785.803574","CAM51g1pCB2aVa0UKb","10.0.2.15","54350","192.168.33.254","53","dns_unmatched_msg","-","F"
"3785.803574","C8MvpCw6aOR4EwrCa","10.0.2.15","58330","192.168.33.254","53","dns_unmatched_msg","-","F"
"4023.158154","Cm7RHk4S7ooygG08j2","10.0.2.15","62715","192.168.33.254","53","dns_unmatched_msg","-","F"
"4026.282588","CRaT0a4zw1XeqaaTn7","10.0.2.15","64425","192.168.33.254","53","dns_unmatched_msg","-","F"
"4098.711855","CSETPR2izYPV84CoM5","10.0.2.15","53514","192.168.33.254","53","dns_unmatched_msg","-","F"
"4323.255093","ChxIyqy1PkslSAYR9","10.0.2.15","65186","192.168.33.254","53","dns_unmatched_msg","-","F"
"4384.515080","CFlAW91FqtOJa13de5","10.0.2.15","50850","192.168.33.254","53","dns_unmatched_msg","-","F"
"4447.431438","CWcifD4vKvuXwj75of","10.0.2.15","55184","192.168.33.254","53","dns_unmatched_msg","-","F"
"4489.211452","CHRmFN191EYWsc4YQh","10.0.2.15","62108","192.168.33.254","53","dns_unmatched_msg","-","F"
"4702.610198","CuY4sv1QFpOUxstwH3","10.0.2.15","65411","192.168.33.254","53","dns_unmatched_msg","-","F"
"4867.082034","CKgXEFzAodtkLACE2","10.0.2.15","51077","192.168.33.254","53","dns_unmatched_msg","-","F"
"4960.418932","C530cmnWHvZciUrx","10.0.2.15","52246","192.168.33.254","53","dns_unmatched_msg","-","F"
"5031.944546","CXnlJ732jglUQagaK6","10.0.2.15","63137","192.168.33.254","53","dns_unmatched_msg","-","F"
"5042.261165","ClAq3nUdf00xM7LSf","10.0.2.15","61342","192.168.33.254","53","dns_unmatched_msg","-","F"
"5263.066925","CveXTL39AsBINI2fV5","10.0.2.15","59680","192.168.33.254","53","dns_unmatched_msg","-","F"
"5274.956719","CNoHRTtphrkfDCXB1","10.0.2.15","53999","192.168.33.254","53","dns_unmatched_msg","-","F"
"5331.796449","CrTurR3IU3EJayKq5b","10.0.2.15","54259","192.168.33.254","53","dns_unmatched_msg","-","F"
"5413.993261","C88JiG45IAWunO26pd","10.0.2.15","49750","192.168.33.254","53","dns_unmatched_msg","-","F"
"5461.200280","CParYyhSNdcwWW7Hf","10.0.2.15","64898","192.168.33.254","53","dns_unmatched_msg","-","F"
"5772.365673","ClVJHg3OKhctBtkmnb","10.0.2.15","59264","192.168.33.254","53","dns_unmatched_msg","-","F"
"603.165315","CXiaib29JDIYkLBYJb","10.0.2.15","63240","192.168.33.254","53","dns_unmatched_msg","-","F"
"6165.635987","CaCEmD42v3l0HbXeN","10.0.2.15","56574","192.168.33.254","53","dns_unmatched_msg","-","F"
"6249.754773","C6GSeO2ZLw4xOhTA64","10.0.2.15","51173","192.168.33.254","53","dns_unmatched_msg","-","F"
"6310.113368","C474bp4SJkai6Bjxvc","10.0.2.15","50785","192.168.33.254","53","dns_unmatched_msg","-","F"
"6360.856732","CWlTirh3E5fyEEOm6","10.0.2.15","55055","192.168.33.254","53","dns_unmatched_msg","-","F"
"6654.133780","CVfUNq1uxwKSm3mQh1","10.0.2.15","63255","192.168.33.254","53","dns_unmatched_msg","-","F"
"6815.630658","CAcGpYlcp8FdpGIx","10.0.2.15","52525","104.244.46.231","443","window_recision","-","F"
"6865.856397","Cga06G4aYbi6ottKib","10.0.2.15","55035","192.168.33.254","53","dns_unmatched_msg","-","F"
"6865.856397","CrwoKuxqxGF2W3cnb","10.0.2.15","52338","192.168.33.254","53","dns_unmatched_msg","-","F"
"6868.886985","CtSwTp4QryyEHufSp5","10.0.2.15","57042","192.168.33.254","53","dns_unmatched_msg","-","F"
"6876.168220","CEP0FJ3yxG7beGmtTk","10.0.2.15","57245","192.168.33.254","53","dns_unmatched_msg","-","F"
"6878.092033","CHdPot268EPXMxRPz2","10.0.2.15","57815","192.168.33.254","53","dns_unmatched_msg","-","F"
"6878.092033","C3IcdXTCXoFgL3r85","10.0.2.15","59423","192.168.33.254","53","dns_unmatched_msg","-","F"
"6896.912242","C2nUcv4PQwFE49jWM1","10.0.2.15","52962","192.168.33.254","53","dns_unmatched_msg","-","F"
"703.161174","CCiIeD2PCQ5fm3yYzl","10.0.2.15","54504","192.168.33.254","53","dns_unmatched_msg","-","F"
"7063.652991","CuKt8d46epuh7iQcD1","10.0.2.15","137","10.0.2.255","137","dns_unmatched_msg","-","F"
"722.706626","CHi281tksgkFmkWwi","10.0.2.15","61689","192.168.33.254","53","dns_unmatched_msg","-","F"
"7220.020028","COCqIB1KQE3w8vay55","10.0.2.15","55006","192.168.33.254","53","dns_unmatched_msg","-","F"
"7570.874114","C78k1N1dLSVTfq0Wr1","10.0.2.15","49829","192.168.33.254","53","dns_unmatched_msg","-","F"
"7866.743082","CQpWmma6lXRHTnsI1","10.0.2.15","58757","192.168.33.254","53","dns_unmatched_msg","-","F"
"8102.189972","CXLX2z9Q3TdPZ1Mok","10.0.2.15","137","10.0.2.255","137","dns_unmatched_msg","-","F"
"8320.991256","CgP9642iyKAfcOlsje","10.0.2.15","63703","192.168.33.254","53","dns_unmatched_msg","-","F"
"8450.452258","CSVqod1YHWCtHvXGm1","10.0.2.15","50149","194.226.130.229","80","unescaped_%_in_URI","-","F"
"8450.452258","CSVqod1YHWCtHvXGm1","10.0.2.15","50149","194.226.130.229","80","illegal_%_at_end_of_URI","-","F"
"9414.710422","CCXIZ52uxu6qG15N7","10.0.2.15","54522","192.168.33.254","53","dns_unmatched_msg","-","F"
"9414.978838","CqtlqB49h9s75JHmTe","10.0.2.15","52636","192.168.33.254","53","dns_unmatched_msg","-","F"
"9414.978838","CN0moP3ZvoA4U8gl87","10.0.2.15","58451","192.168.33.254","53","dns_unmatched_msg","-","F"
"9420.453805","CrL3Nj11Bz2Vua05kd","10.0.2.15","60588","192.168.33.254","53","dns_unmatched_msg","-","F"
"97.306994","CrBQyj19QErsCe70u5","fe80::69dd:e614:2b2:dfd0","52935","ff02::1:3","5355","dns_unmatched_msg","-","F"
"97.306994","CkxurC3LJHVWpFJNNf","10.0.2.15","56197","224.0.0.252","5355","dns_unmatched_msg","-","F"
"97.306994","C7WyR9WR4yw9d8B9","10.0.2.15","137","10.0.2.255","137","dns_unmatched_msg","-","F"
"9707.881588","CqV0EeiNujKiUiDDk","10.0.2.15","52760","192.168.33.254","53","dns_unmatched_msg","-","F"
"9814.922611","CPMUT257WGiIVQIn7","10.0.2.15","63319","192.168.33.254","53","dns_unmatched_msg","-","F"
"9814.922611","C9QOOB2KxmSFHCP7oj","10.0.2.15","57453","192.168.33.254","53","dns_unmatched_msg","-","F"
"9814.922611","CHsic42R2YRgCrqN53","10.0.2.15","60187","192.168.33.254","53","dns_unmatched_msg","-","F"
"9814.922611","CT4XVt1l4dosmfzDpa","10.0.2.15","57938","192.168.33.254","53","dns_unmatched_msg","-","F"
"9884.336009","CkkDGY2FNWswlFEk44","10.0.2.15","57550","192.168.33.254","53","dns_unmatched_msg","-","F"
"9895.450935","CWk6wb1QgvLKc6hHmg","10.0.2.15","59299","192.168.33.254","53","dns_unmatched_msg","-","F"
"9962.686537","COGXCU3MgOqs0SA9F6","10.0.2.15","51886","192.168.33.254","53","dns_unmatched_reply","-","F"
"9962.693708","CfQa0a2WgXnViTiCFd","10.0.2.15","50360","192.168.33.254","53","dns_unmatched_reply","-","F"
"9973.009985","CfQa0a2WgXnViTiCFd","10.0.2.15","50360","192.168.33.254","53","dns_unmatched_msg","-","F"
"9973.009985","COGXCU3MgOqs0SA9F6","10.0.2.15","51886","192.168.33.254","53","dns_unmatched_msg","-","F"